TUCASEID,TULINENO,TURRP,TESEX,TERRP,TEAGE,TXSEX,TXRRP,TXAGE
20030101031766,5,25,1,25,13,0,0,0
20030101031785,1,18,2,18,43,0,0,0
20030101031785,2,20,1,20,40,0,0,0
20030101031785,3,22,1,22,12,0,0,0
20030101031785,4,22,2,22,9,0,0,0
20030101031785,5,22,1,22,8,0,0,0
20030101031785,6,22,2,22,5,0,0,0
20030101031785,7,22,2,22,4,0,0,0
20030101031785,8,26,2,26,80,0,0,60
20030101031792,1,18,2,18,68,0,0,0
20030101031800,1,19,1,19,54,0,0,0
20030101031802,1,18,2,18,31,0,0,0
20030101031802,2,20,1,20,41,0,0,0
20030101031802,3,22,1,22,6,0,0,0
20030101031802,4,22,2,22,2,0,0,0
20030101031807,1,18,1,18,51,0,0,0
20030101031807,3,21,2,21,34,0,0,0
20030101031807,4,-1,1,30,5,0,11,0
20030101031807,5,-1,1,30,3,0,11,0
20030101031812,1,18,2,18,53,0,0,0
20030101031812,2,20,1,20,49,0,0,0
20030101031822,1,18,1,18,63,0,0,0
20030101031822,2,20,2,20,70,0,0,0
20030101031831,1,18,2,18,66,0,0,0
20030101031831,2,20,1,20,60,0,0,0
20030101031835,1,18,2,18,17,0,0,0
20030101031835,2,24,2,24,42,0,0,0
20030101031835,3,24,1,24,41,0,0,0
20030101031835,4,25,1,25,20,0,0,0
20030101031835,6,25,2,25,13,0,0,0
20030101031839,1,18,2,18,68,0,0,0
20030101031839,2,20,1,20,68,0,0,0
20030101031849,1,18,2,18,36,0,0,0
20030101031849,3,22,1,22,7,0,0,0
20030101031880,1,18,2,18,51,0,0,0
20030101031880,2,22,1,22,15,0,0,0
20030101031880,4,21,1,21,37,0,0,0
20030101031881,1,19,2,19,80,0,0,60
20030101031913,1,18,2,18,60,0,0,0
20030101031913,2,20,1,20,63,0,0,0
20030101031919,1,18,2,18,18,0,0,0
20030101031919,2,24,2,24,46,0,0,0
20030101031919,3,24,1,24,48,0,0,0
20030101031919,4,25,1,25,16,0,0,0
20030101031919,5,25,2,25,11,0,0,0
20030101031919,6,25,1,25,7,0,0,0
20030101031965,1,18,1,18,39,0,0,0
20030101031965,2,20,2,20,38,0,0,0
20030101031965,3,22,1,22,17,0,0,0
20030101031965,4,22,2,22,13,0,0,0
20030101031965,5,22,2,22,8,0,0,0
20030101031998,1,18,2,18,57,0,0,0
20030101031998,2,22,2,22,21,0,0,0
20030101031998,3,20,1,20,58,0,0,0
20030101032025,1,19,2,19,75,0,0,0
20030101032030,1,18,2,18,37,0,0,0
20030101032030,2,20,1,20,38,0,0,0
20030101032030,3,22,2,22,5,0,0,0
20030101032030,4,22,2,22,3,0,0,0
20030101032030,5,22,1,22,0,0,0,0
20030101032050,1,19,1,19,28,0,0,0
20030101032050,2,21,2,21,30,0,0,0
20030101032093,1,19,2,19,36,0,0,0
20030101032094,1,18,1,18,52,0,0,0
20030101032094,2,20,2,20,52,0,0,0
20030101032094,3,22,1,22,13,0,0,0
20030101032099,1,18,1,18,46,0,0,0
20030101032099,2,20,2,20,45,0,0,0
20030101032099,3,22,1,22,20,0,0,0
20030101032099,4,22,1,22,15,0,0,0
20030101032100,1,19,2,19,33,0,0,0
20030101032100,2,22,2,22,12,0,0,0
20030101032100,3,22,2,22,11,0,0,0
20030101032100,4,22,1,22,9,0,0,0
20030101032100,5,22,1,22,7,0,0,0
20030101032117,1,18,2,18,34,0,0,0
20030101032117,2,20,1,20,36,0,0,0
20030101032117,3,22,2,22,12,0,0,0
20030101032117,4,22,1,22,9,0,0,0
20030101032117,5,22,2,22,6,0,0,0
20030101032117,6,22,1,22,4,0,0,0
20030101032117,7,22,2,22,2,0,0,0
20030101032117,8,22,2,22,0,0,0,0
20030101032153,1,18,2,18,68,0,0,0
20030101032153,2,20,1,20,67,0,0,0
20030101032154,1,18,1,18,17,0,0,0
20030101032154,2,24,2,24,41,0,0,0
20030101032154,3,25,1,25,6,0,0,0
20030101032154,4,25,1,25,4,0,0,0
20030101032161,1,18,2,18,65,0,0,0
20030101032161,2,20,1,20,72,0,0,0
20030101032173,1,18,2,18,36,0,0,0
20030101032173,2,20,1,20,37,0,0,0
20030101032173,3,22,2,22,10,0,0,0
20030101032173,4,22,2,22,7,0,0,0
20030101032182,1,18,1,18,31,0,0,0
20030101032182,2,20,2,20,33,0,0,0
20030101032209,1,18,2,18,78,0,0,0
20030101032209,2,20,1,20,77,0,0,0
20030101032233,1,18,1,18,39,0,0,0
20030101032233,2,20,2,20,38,0,0,0
20030101032233,3,22,2,22,11,0,0,0
20030101032233,4,22,2,22,9,0,0,0
20030101032233,5,22,1,22,7,0,0,0
20030101032243,1,18,1,18,51,0,0,0
20030101032243,2,20,2,20,46,0,0,0
20030101032274,1,18,2,18,48,0,0,0
20030101032274,2,26,2,26,31,0,0,0
20030101032281,1,18,1,18,56,0,0,0
20030101032281,2,20,2,20,52,0,0,0
20030101032281,3,22,1,22,22,0,0,0
20030101032294,1,18,2,18,69,0,0,0
20030101032294,2,20,1,20,65,0,0,0
20030101032301,1,18,1,18,70,0,0,0
20030101032301,2,20,2,20,68,0,0,0
20030101032313,1,18,2,18,80,0,0,0
20030101032313,2,20,1,20,80,0,0,60
20030101032328,1,19,2,19,67,0,0,0
20030101032351,1,18,2,18,38,0,0,0
20030101032351,2,22,1,22,19,0,0,0
20030101032351,3,22,2,22,2,0,0,0
20030101032396,1,18,2,18,57,0,0,0
20030101032396,2,20,1,20,58,0,0,0
20030101032396,3,22,2,22,9,0,0,0
20030101032403,1,18,1,18,68,0,0,0
20030101032403,2,20,2,20,54,0,0,0
20030101032403,3,22,2,22,17,0,0,0
20030101032421,1,18,2,18,17,0,0,0
20030101032421,2,24,2,24,39,0,0,0
20030101032421,3,24,1,24,40,0,0,0
20030101032421,4,25,2,25,14,0,0,0
20030101032421,5,25,2,25,11,0,0,0
20030101032421,6,25,1,25,8,0,0,0
20030101032443,1,19,1,19,34,0,0,0
20030101032457,1,19,2,19,39,0,0,0
20030101032462,1,18,2,18,25,0,0,0
20030101032462,2,24,2,24,48,0,0,0
20030101032462,3,-1,1,30,69,0,11,0
20030101032462,4,25,1,25,10,0,0,0
20030101032493,1,19,1,19,74,0,0,0
20030101032499,1,18,1,18,56,0,0,0
20030101032499,2,20,2,20,57,0,0,0
20030101032499,3,22,2,22,31,0,0,0
20030101032533,1,18,2,18,26,0,0,0
20030101032533,2,21,1,21,26,0,0,0
20030101032546,1,18,2,18,64,0,0,0
20030101032546,2,22,1,22,38,0,0,0
20030101032563,1,18,1,18,30,0,0,0
20030101032563,2,20,2,20,27,0,0,0
20030101032563,3,22,1,22,0,0,0,0
20030101032591,1,18,1,18,42,0,0,0
20030101032591,2,20,2,20,29,0,0,0
20030101032591,3,22,2,22,5,0,0,0
20030101032591,4,22,1,22,3,0,0,0
20030101032595,1,18,1,18,38,0,0,0
20030101032595,2,20,2,20,32,0,0,0
20030101032595,3,22,2,22,8,0,0,0
20030101032595,4,22,1,22,5,0,0,0
20030101032595,5,26,1,26,55,0,0,0
20030101032595,6,26,2,26,54,0,0,0
20030101032595,7,26,2,26,30,0,0,0
20030101032595,8,26,1,26,35,0,0,0
20030101032595,9,26,1,26,2,0,0,0
20030101032616,1,18,2,18,65,0,0,0
20030101032616,2,20,1,20,65,0,0,0
20030101032626,1,18,1,18,76,0,0,0
20030101032626,2,25,2,25,79,0,0,0
20030101032634,1,18,2,18,43,0,0,0
20030101032634,2,20,1,20,52,0,0,0
20030101032634,3,22,1,22,14,0,0,0
20030101032641,1,18,1,18,45,0,0,0
20030101032641,2,20,2,20,50,0,0,0
20030101032641,3,22,1,22,13,0,0,0
20030101032642,1,19,2,19,62,0,0,0
20030101032669,1,18,1,18,16,0,0,0
20030101032669,2,24,2,24,34,0,0,0
20030101032669,3,24,1,24,30,0,0,0
20030101032669,4,26,1,26,40,0,0,0
20030101032717,1,18,1,18,65,0,0,0
20030101032717,2,20,2,20,61,0,0,0
20030101032727,1,18,2,18,45,0,0,0
20030101032727,2,20,1,20,47,0,0,0
20030101032727,3,22,1,22,17,0,0,0
20030101032727,4,22,2,22,19,0,0,0
20030101032734,1,18,2,18,43,0,0,0
20030101032734,2,22,1,22,7,0,0,0
20030101032742,1,18,1,18,59,0,0,0
20030101032742,2,20,2,20,60,0,0,0
20030101032742,3,22,2,22,20,0,0,0
20030101032742,4,23,1,23,13,0,0,0
20030101032759,1,19,2,19,61,0,0,0
20030101032767,1,18,1,18,34,0,0,0
20030101032767,2,20,2,20,36,0,0,0
20030101032767,3,22,2,22,12,0,0,0
20030101032767,4,22,1,22,2,0,0,0
20030101032771,1,18,2,18,39,0,0,0
20030101032771,2,20,1,20,40,0,0,0
20030101032771,3,22,1,22,9,0,0,0
20030101032771,4,22,2,22,7,0,0,0
20030101032807,1,18,2,18,65,0,0,0
20030101032807,2,20,1,20,65,0,0,0
20030101032822,1,18,1,18,47,0,0,0
20030101032822,2,20,2,20,54,0,0,0
20030101032824,1,18,2,18,53,0,0,0
20030101032839,1,19,1,19,55,0,0,0
20030101032840,1,18,1,18,54,0,0,0
20030101032840,2,20,2,20,54,0,0,0
20030101032840,3,22,1,22,21,0,0,0
20030101032843,1,18,1,18,68,0,0,0
20030101032843,2,20,2,20,67,0,0,0
20030101032851,1,18,2,18,28,0,0,0
20030101032851,2,22,2,22,10,0,0,0
20030101032851,3,22,1,22,9,0,0,0
20030101032851,4,21,1,21,25,0,0,0
20030101032868,1,18,1,18,68,0,0,0
20030101032868,2,20,2,20,60,0,0,0
20030101032888,1,18,2,18,39,0,0,0
20030101032888,2,20,1,20,38,0,0,0
20030101032907,1,18,1,18,29,0,0,0
20030101032907,2,20,2,20,27,0,0,0
20030101032907,3,22,1,22,7,0,0,0
20030101032907,4,22,1,22,5,0,0,0
20030101032907,5,22,1,22,0,0,0,0
20030101032926,1,18,1,18,58,0,0,0
20030101032926,2,20,2,20,54,0,0,0
20030101032939,1,18,1,18,47,0,0,0
20030101032939,2,22,2,22,8,0,0,0
20030101032939,3,22,1,22,4,0,0,0
20030101032943,1,18,2,18,45,0,0,0
20030101032943,2,20,1,20,47,0,0,0
20030101032943,3,22,1,22,16,0,0,0
20030101032943,4,22,1,22,8,0,0,0
20030101032957,1,18,2,18,59,0,0,0
20030101032957,2,20,1,20,38,0,0,0
20030101032994,1,18,1,18,40,0,0,0
20030101032994,2,20,2,20,41,0,0,0
20030101033005,1,18,2,18,80,0,0,0
20030101033005,2,24,1,22,52,0,10,0
20030101033007,1,19,1,19,80,0,0,60
20030101033032,1,18,1,18,80,0,0,0
20030101033032,2,20,2,20,73,0,0,0
20030101033039,1,18,2,18,37,0,0,0
20030101033039,2,20,1,20,36,0,0,0
20030101033039,3,22,1,22,11,0,0,0
20030101033039,4,22,2,22,8,0,0,0
20030101033046,1,18,1,18,72,0,0,0
20030101033046,2,20,2,20,64,0,0,0
20030101033091,1,18,2,18,60,0,0,0
20030101033091,2,20,1,20,61,0,0,0
20030101033105,1,18,2,18,25,0,0,0
20030101033105,2,22,1,22,4,0,0,0
20030101033105,3,22,2,22,12,0,0,0
20030101033116,1,18,2,18,43,0,0,0
20030101033116,2,22,1,22,18,0,0,0
20030101033116,3,20,1,20,42,0,0,0
20030101033116,4,25,1,25,28,0,0,0
20030101033120,1,19,1,19,66,0,0,0
20030101033126,1,19,1,19,40,0,0,0
20030101033139,1,18,2,18,58,0,0,0
20030101033139,2,20,1,20,61,0,0,0
20030101033139,3,22,2,22,16,0,0,0
20030101033144,1,19,1,19,52,0,0,0
20030101033206,1,18,2,18,60,0,0,0
20030101033206,2,20,1,20,66,0,0,0
20030101033209,1,18,2,18,60,0,0,0
20030101033209,2,20,1,20,69,0,0,0
20030101033223,1,18,1,18,38,0,0,0
20030101033223,2,20,2,20,42,0,0,0
20030101033223,3,22,1,22,6,0,0,0
20030101033276,1,18,1,18,47,0,0,0
20030101033276,2,20,2,20,41,0,0,0
20030101033276,3,26,2,26,67,0,0,0
20030101033290,1,18,2,18,62,0,0,0
20030101033290,2,20,1,20,63,0,0,0
20030101033305,1,18,1,18,15,0,0,0
20030101033305,2,24,2,24,35,0,0,0
20030101033305,3,25,2,25,8,0,0,0
20030101033317,1,18,2,18,57,0,0,0
20030101033317,2,20,1,20,59,0,0,0
20030101033317,3,22,2,22,13,0,0,0
20030101033320,1,19,1,19,32,0,0,0
20030101033320,2,28,1,28,35,0,0,0
20030101033320,3,28,1,28,33,0,0,0
20030101033330,1,18,2,18,23,0,0,0
20030101033330,2,20,1,20,25,0,0,0
20030101033330,3,22,2,22,4,0,0,0
20030101033336,1,18,1,18,59,0,0,0
20030101033336,2,20,2,20,54,0,0,0
20030101033341,1,18,1,18,80,0,0,0
20030101033341,3,22,2,22,52,0,0,0
20030101033361,1,19,1,19,67,0,0,0
20030101033375,1,18,2,18,41,0,0,0
20030101033375,2,20,1,20,44,0,0,0
20030101033375,3,22,2,22,16,0,0,0
20030101033375,4,22,1,22,12,0,0,0
20030101033379,1,19,2,19,52,0,0,0
20030101033414,1,19,2,19,49,0,0,0
20030101033414,2,30,1,30,56,0,0,0
20030101033425,1,19,2,19,53,0,0,0
20030101033437,1,18,2,18,65,0,0,0
20030101033437,2,20,1,20,69,0,0,0
20030101033437,3,26,2,26,80,0,0,60
20030101033460,1,18,1,18,74,0,0,0
20030101033460,2,20,2,20,72,0,0,0
20030101033485,1,18,2,18,30,0,0,0
20030101033485,2,20,1,20,33,0,0,0
20030101033485,3,22,1,22,5,0,0,0
20030101033485,4,22,1,22,1,0,0,0
20030101033512,1,18,1,18,38,0,0,0
20030101033512,2,20,2,20,37,0,0,0
20030101033512,3,22,2,22,6,0,0,0
20030101033515,1,18,2,18,69,0,0,0
20030101033515,2,20,1,20,45,0,0,0
20030101033515,3,22,1,22,73,0,0,0
20030101033561,1,18,1,18,58,0,0,0
20030101033561,2,20,2,20,54,0,0,0
20030101033561,3,22,2,22,30,0,0,0
20030101033561,4,22,1,22,19,0,0,0
20030101033580,1,19,2,19,67,0,0,0
20030101033580,2,30,1,30,61,0,0,0
20030101033614,1,18,2,18,34,0,0,0
20030101033614,2,20,1,20,35,0,0,0
20030101033614,3,22,2,22,4,0,0,0
20030101033624,1,18,2,18,24,0,0,0
20030101033624,2,20,1,20,25,0,0,0
20030101033624,3,22,1,22,0,0,0,0
20030101033625,1,18,1,18,25,0,0,0
20030101033625,2,22,2,22,6,0,0,0
20030101033630,1,18,1,18,16,0,0,0
20030101033630,2,30,2,30,35,0,0,0
20030101033630,3,24,2,24,39,0,0,0
20030101033630,5,25,2,25,12,0,0,0
20030101033630,6,30,1,30,10,0,0,0
20030101033631,1,19,1,19,80,0,0,60
20030101033632,1,19,2,19,67,0,0,0
